ID_PRUEBA,C,F,T_TOTAL,T_POR_ACCESO
4,8,4096,407108.000000,9.939160
4,8,12288,1317462.000000,10.721533
4,8,49152,9385850.000000,19.095561
4,8,73728,17713493.000000,24.025463
4,8,196608,54340465.000000,27.638990
4,8,393216,171539996.000000,43.624877
4,20,153,11164.000000,7.296732
4,20,460,29638.000000,6.443043
4,20,1638,98704.000000,6.025885
4,20,4915,377791.000000,7.686490
4,20,19660,2458673.000000,12.505966
4,20,29491,4184637.000000,14.189539
4,20,78643,26668027.000000,33.910236
4,20,157286,44492795.000000,28.287829
4,40,76,4218.000000,5.550000
4,40,230,12568.000000,5.464348
4,40,819,58308.000000,7.119414
4,40,2457,171804.000000,6.992430
4,40,9830,912050.000000,9.278230
4,40,14745,5740574.000000,38.932343
4,40,39321,15697118.000000,39.920445
4,40,78643,22272270.000000,28.320728
5,4,768,42266.000000,5.503385
5,4,2304,162550.000000,7.055122
5,4,8192,928863.000000,11.338660
5,4,24576,2615411.000000,10.642135
5,4,98304,22227758.000000,22.611245
5,4,147456,35711766.000000,24.218591
5,4,393216,170565391.000000,43.377022
5,4,786432,339437499.000000,43.161710
5,8,384,21072.000000,5.487500
5,8,1152,72102.000000,6.258854
5,8,4096,265196.000000,6.474512
5,8,12288,3772115.000000,30.697550
5,8,49152,6440004.000000,13.102222
5,8,73728,15889904.000000,21.552062
5,8,196608,60084335.000000,30.560473
5,8,393216,154606974.000000,39.318587
5,20,153,8924.000000,5.832680
5,20,460,25370.000000,5.515217
5,20,1638,106566.000000,6.505861
5,20,4915,358429.000000,7.292553
5,20,19660,3318250.000000,16.878179
5,20,29491,6126750.000000,20.774982
5,20,78643,21304652.000000,27.090335
5,20,157286,46672542.000000,29.673679
5,40,76,4242.000000,5.581579
5,40,230,12632.000000,5.492174
5,40,819,56314.000000,6.875946
5,40,2457,175159.000000,7.128978
5,40,9830,2944863.000000,29.957915
5,40,14745,5015105.000000,34.012241
5,40,39321,5774669.000000,14.685967
5,40,78643,22823301.000000,29.021402
6,4,768,43726.000000,5.693490
6,4,2304,126584.000000,5.494097
6,4,8192,575482.000000,7.024927
6,4,24576,2865555.000000,11.659973
6,4,98304,24780261.000000,25.207785
6,4,147456,27641669.000000,18.745707
6,4,393216,157240156.000000,39.988240
6,4,786432,329141209.000000,41.852469
6,8,384,21030.000000,5.476562
6,8,1152,65612.000000,5.695486
6,8,4096,311718.000000,7.610303
6,8,12288,1169529.000000,9.517651
6,8,49152,10508633.000000,21.379869
6,8,73728,19656843.000000,26.661300
6,8,196608,60739969.000000,30.893946
6,8,393216,165681146.000000,42.134894
6,20,153,8486.000000,5.546405
6,20,460,27252.000000,5.924348
6,20,1638,107240.000000,6.547009
6,20,4915,358134.000000,7.286551
6,20,19660,1472137.000000,7.487981
6,20,29491,4775313.000000,16.192442
6,20,78643,21069160.000000,26.790890
6,20,157286,44472913.000000,28.275189
6,40,76,4170.000000,5.486842
6,40,230,12760.000000,5.547826
6,40,819,53204.000000,6.496215
6,40,2457,205648.000000,8.369882
6,40,9830,1052256.000000,10.704537
6,40,14745,8378557.000000,56.823038
6,40,39321,13614809.000000,34.624778
6,40,78643,23316197.000000,29.648153
7,4,768,42460.000000,5.528646
7,4,2304,131860.000000,5.723090
7,4,8192,544388.000000,6.645361
7,4,24576,2279336.000000,9.274642
7,4,98304,24687717.000000,25.113644
7,4,147456,31701410.000000,21.498895
7,4,393216,152202706.000000,38.707150
7,4,786432,331895163.000000,42.202652
7,8,384,21072.000000,5.487500
7,8,1152,66398.000000,5.763715
7,8,4096,504132.000000,12.307910
7,8,12288,933676.000000,7.598275
7,8,49152,10411074.000000,21.181384
7,8,73728,20206715.000000,27.407111
7,8,196608,58378964.000000,29.693077
7,8,393216,162103403.000000,41.225027
7,20,153,8408.000000,5.495425
7,20,460,29156.000000,6.338261
7,20,1638,132095.000000,8.064408
7,20,4915,384446.000000,7.821892
7,20,19660,7825264.000000,39.802970
7,20,29491,3998250.000000,13.557526
7,20,78643,16314874.000000,20.745488
7,20,157286,45194551.000000,28.733995
7,40,76,4202.000000,5.528947
7,40,230,12636.000000,5.493913
7,40,819,52916.000000,6.461050
7,40,2457,260961.000000,10.621123
7,40,9830,965882.000000,9.825860
7,40,14745,1766446.000000,11.979966
7,40,39321,7584008.000000,19.287424
7,40,78643,35030571.000000,44.543788
8,4,768,42252.000000,5.501563
8,4,2304,367342.000000,15.943663
8,4,8192,508888.000000,6.212012
8,4,24576,2879365.000000,11.716166
8,4,98304,23554713.000000,23.961093
8,4,147456,36941728.000000,25.052713
8,4,393216,159878805.000000,40.659283
8,4,786432,363703064.000000,46.247236
8,8,384,21056.000000,5.483333
8,8,1152,63426.000000,5.505729
8,8,4096,245986.000000,6.005518
8,8,12288,2845702.000000,23.158382
8,8,49152,12911329.000000,26.268166
8,8,73728,18990827.000000,25.757958
8,8,196608,61999739.000000,31.534698
8,8,393216,135940539.000000,34.571467
8,20,153,9076.000000,5.932026
8,20,460,28300.000000,6.152174
8,20,1638,159154.000000,9.716361
8,20,4915,456520.000000,9.288301
8,20,19660,2528134.000000,12.859278
8,20,29491,5681053.000000,19.263684
8,20,78643,19939370.000000,25.354285
8,20,157286,43717967.000000,27.795206
8,40,76,4242.000000,5.581579
8,40,230,12724.000000,5.532174
8,40,819,50732.000000,6.194383
8,40,2457,247587.000000,10.076801
8,40,9830,1154030.000000,11.739878
8,40,14745,3257886.000000,22.094852
8,40,39321,9975909.000000,25.370436
8,40,78643,26240244.000000,33.366281
9,4,768,42004.000000,5.469271
9,4,2304,2267940.000000,98.434896
9,4,8192,641292.000000,7.828271
9,4,24576,3923009.000000,15.962764
9,4,98304,19491811.000000,19.828095
9,4,147456,41515772.000000,28.154685
9,4,393216,143297494.000000,36.442437
9,4,786432,353983392.000000,45.011316
9,8,384,21012.000000,5.471875
9,8,1152,73622.000000,6.390799
9,8,4096,429772.000000,10.492480
9,8,12288,2398383.000000,19.518091
9,8,49152,12486288.000000,25.403418
9,8,73728,24647442.000000,33.430233
9,8,196608,63443954.000000,32.269264
9,8,393216,158832386.000000,40.393165
9,20,153,8556.000000,5.592157
9,20,460,29276.000000,6.364348
9,20,1638,101782.000000,6.213797
9,20,4915,394454.000000,8.025514
9,20,19660,4089688.000000,20.802075
9,20,29491,4061045.000000,13.770455
9,20,78643,35660691.000000,45.345029
9,20,157286,44041946.000000,28.001186
9,40,76,3948.000000,5.194737
9,40,230,12596.000000,5.476522
9,40,819,173184.000000,21.145788
9,40,2457,228365.000000,9.294465
9,40,9830,1282762.000000,13.049461
9,40,14745,2152559.000000,14.598569
9,40,39321,8014399.000000,20.381982
9,40,78643,18059103.000000,22.963395
10,4,768,43014.000000,5.600781
10,4,2304,128432.000000,5.574306
10,4,8192,523778.000000,6.393774
10,4,24576,2050025.000000,8.341573
10,4,98304,25559145.000000,26.000107
10,4,147456,43709658.000000,29.642509
10,4,393216,166086669.000000,42.238024
10,4,786432,359839328.000000,45.755937
10,8,384,58140.000000,15.140625
10,8,1152,64456.000000,5.595139
10,8,4096,262778.000000,6.415479
10,8,12288,1647629.000000,13.408439
10,8,49152,7134188.000000,14.514543
10,8,73728,17546765.000000,23.799323
10,8,196608,59256116.000000,30.139219
10,8,393216,170023552.000000,43.239225
10,20,153,8396.000000,5.487582
10,20,460,28546.000000,6.205652
10,20,1638,92380.000000,5.639805
10,20,4915,399834.000000,8.134975
10,20,19660,2426409.000000,12.341857
10,20,29491,3649724.000000,12.375721
10,20,78643,22084998.000000,28.082599
10,20,157286,48985196.000000,31.144028
10,40,76,4248.000000,5.589474
10,40,230,14148.000000,6.151304
10,40,819,52454.000000,6.404640
10,40,2457,229903.000000,9.357061
10,40,9830,287874.000000,2.928525
10,40,14745,1885456.000000,12.787087
10,40,39321,8186329.000000,20.819229
10,40,78643,31790846.000000,40.424254
11,4,768,42114.000000,5.483594
11,4,2304,127638.000000,5.539844
11,4,8192,64.000000,0.000781
11,4,24576,2210035.000000,8.992655
11,4,98304,24616931.000000,25.041637
11,4,147456,37494903.000000,25.427858
11,4,393216,151756443.000000,38.593659
11,4,786432,330629458.000000,42.041710
11,8,384,21064.000000,5.485417
11,8,1152,64174.000000,5.570660
11,8,4096,304508.000000,7.434277
11,8,12288,955288.000000,7.774154
11,8,49152,6919704.000000,14.078174
11,8,73728,20539257.000000,27.858150
11,8,196608,71047804.000000,36.136782
11,8,393216,146186073.000000,37.177041
11,20,153,8744.000000,5.715033
11,20,460,25280.000000,5.495652
11,20,1638,101932.000000,6.222955
11,20,4915,362600.000000,7.377416
11,20,19660,3301999.000000,16.795519
11,20,29491,8067739.000000,27.356614
11,20,78643,21511151.000000,27.352913
11,20,157286,65559467.000000,41.681693
11,40,76,4248.000000,5.589474
11,40,230,12688.000000,5.516522
11,40,819,76787.000000,9.375702
11,40,2457,220330.000000,8.967440
11,40,9830,1140692.000000,11.604191
11,40,14745,3128713.000000,21.218806
11,40,39321,8451279.000000,21.493042
11,40,78643,21573720.000000,27.432473
12,4,768,44640.000000,5.812500
12,4,2304,127016.000000,5.512847
12,4,8192,509990.000000,6.225464
12,4,24576,2740851.000000,11.152551
12,4,98304,20461067.000000,20.814074
12,4,147456,42429981.000000,28.774672
12,4,393216,158753976.000000,40.373224
12,4,786432,334498722.000000,42.533712
12,8,384,19284.000000,5.021875
12,8,1152,71812.000000,6.233681
12,8,4096,265086.000000,6.471826
12,8,12288,1164863.000000,9.479679
12,8,49152,9254131.000000,18.827578
12,8,73728,22655575.000000,30.728590
12,8,196608,62289554.000000,31.682106
12,8,393216,158145626.000000,40.218512
12,20,153,8670.000000,5.666667
12,20,460,25762.000000,5.600435
12,20,1638,106922.000000,6.527595
12,20,4915,888739.000000,18.082177
12,20,19660,4228677.000000,21.509039
12,20,29491,5974592.000000,20.259035
12,20,78643,21665002.000000,27.548545
12,20,157286,57800503.000000,36.748664
12,40,76,4408.000000,5.800000
12,40,230,12654.000000,5.501739
12,40,819,45812.000000,5.593651
12,40,2457,372640.000000,15.166463
12,40,9830,1114141.000000,11.334090
12,40,14745,2227872.000000,15.109339
12,40,39321,19352395.000000,49.216437
12,40,78643,30333262.000000,38.570835
13,4,768,42506.000000,5.534635
13,4,2304,132010.000000,5.729601
13,4,8192,512024.000000,6.250293
13,4,24576,2086121.000000,8.488448
13,4,98304,25042794.000000,25.474847
13,4,147456,30383729.000000,20.605285
13,4,393216,155529970.000000,39.553317
13,4,786432,357588649.000000,45.469748
13,8,384,21074.000000,5.488021
13,8,1152,64820.000000,5.626736
13,8,4096,265560.000000,6.483398
13,8,12288,898998.000000,7.316064
13,8,49152,9294814.000000,18.910347
13,8,73728,11106407.000000,15.064029
13,8,196608,61747747.000000,31.406528
13,8,393216,154242937.000000,39.226007
13,20,153,10198.000000,6.665359
13,20,460,25800.000000,5.608696
13,20,1638,140060.000000,8.550672
13,20,4915,360078.000000,7.326104
13,20,19660,3003574.000000,15.277589
13,20,29491,8140421.000000,27.603069
13,20,78643,24958690.000000,31.736696
13,20,157286,44632940.000000,28.376931
13,40,76,4270.000000,5.618421
13,40,230,12986.000000,5.646087
13,40,819,53060.000000,6.478632
13,40,2457,286218.000000,11.649084
13,40,9830,1008732.000000,10.261770
13,40,14745,1980727.000000,13.433211
13,40,39321,8293562.000000,21.091941
13,40,78643,16195641.000000,20.593875
14,4,768,42042.000000,5.474219
14,4,2304,152534.000000,6.620399
14,4,8192,615580.000000,7.514404
14,4,24576,2517309.000000,10.242957
14,4,98304,20675423.000000,21.032128
14,4,147456,55344989.000000,37.533223
14,4,393216,180206616.000000,45.828912
14,4,786432,358942845.000000,45.641943
14,8,384,21086.000000,5.491146
14,8,1152,63872.000000,5.544444
14,8,4096,304124.000000,7.424902
14,8,12288,1004593.000000,8.175399
14,8,49152,7424378.000000,15.104936
14,8,73728,25510707.000000,34.601111
14,8,196608,61186225.000000,31.120923
14,8,393216,157948319.000000,40.168335
14,20,153,9024.000000,5.898039
14,20,460,25246.000000,5.488261
14,20,1638,98666.000000,6.023565
14,20,4915,15329.000000,0.311882
14,20,19660,2466181.000000,12.544156
14,20,29491,5047750.000000,17.116239
14,20,78643,31810190.000000,40.448851
14,20,157286,41314772.000000,26.267291
14,40,76,4562.000000,6.002632
14,40,230,134072.000000,58.292174
14,40,819,56954.000000,6.954090
14,40,2457,172540.000000,7.022385
14,40,9830,974620.000000,9.914751
14,40,14745,1821327.000000,12.352167
14,40,39321,6498557.000000,16.526937
14,40,78643,23153047.000000,29.440697
15,4,768,42002.000000,5.469010
15,4,2304,138160.000000,5.996528
15,4,8192,682711.000000,8.333875
15,4,24576,1319241.000000,5.368005
15,4,98304,24887115.000000,25.316483
15,4,147456,24640871.000000,16.710660
15,4,393216,144252254.000000,36.685245
15,4,786432,346447869.000000,44.053125
15,8,384,21022.000000,5.474479
15,8,1152,66396.000000,5.763542
15,8,4096,341630.000000,8.340576
15,8,12288,1019611.000000,8.297616
15,8,49152,7718861.000000,15.704063
15,8,73728,21627464.000000,29.334125
15,8,196608,61754803.000000,31.410117
15,8,393216,159067445.000000,40.452943
15,20,153,8362.000000,5.465359
15,20,460,25616.000000,5.568696
15,20,1638,109082.000000,6.659463
15,20,4915,415811.000000,8.460041
15,20,19660,2395412.000000,12.184191
15,20,29491,4955037.000000,16.801862
15,20,78643,16630940.000000,21.147388
15,20,157286,42280107.000000,26.881036
15,40,76,4228.000000,5.563158
15,40,230,12598.000000,5.477391
15,40,819,57668.000000,7.041270
15,40,2457,176125.000000,7.168295
15,40,9830,1638753.000000,16.670936
15,40,14745,1995334.000000,13.532275
15,40,39321,10268153.000000,26.113662
15,40,78643,22554301.000000,28.679350
16,4,768,42120.000000,5.484375
16,4,2304,127476.000000,5.532813
16,4,8192,1085942.000000,13.256128
16,4,24576,4807781.000000,19.562911
16,4,98304,22150426.000000,22.532579
16,4,147456,41595076.000000,28.208466
16,4,393216,154618517.000000,39.321522
16,4,786432,345768869.000000,43.966785
16,8,384,21014.000000,5.472396
16,8,1152,68416.000000,5.938889
16,8,4096,315218.000000,7.695752
16,8,12288,978290.000000,7.961344
16,8,49152,13904871.000000,28.289532
16,8,73728,20218275.000000,27.422791
16,8,196608,59691996.000000,30.360919
16,8,393216,154454967.000000,39.279929
16,20,153,8402.000000,5.491503
16,20,460,28858.000000,6.273478
16,20,1638,92956.000000,5.674969
16,20,4915,1927157.000000,39.209705
16,20,19660,2146601.000000,10.918622
16,20,29491,8133817.000000,27.580675
16,20,78643,15895562.000000,20.212304
16,20,157286,63353961.000000,40.279466
16,40,76,6994.000000,9.202632
16,40,230,13552.000000,5.892174
16,40,819,61634.000000,7.525519
16,40,2457,245464.000000,9.990395
16,40,9830,935466.000000,9.516439
16,40,14745,2823040.000000,19.145744
16,40,39321,7435955.000000,18.910900
16,40,78643,37132128.000000,47.216062
17,4,768,41986.000000,5.466927
17,4,2304,128670.000000,5.584635
17,4,8192,601794.000000,7.346118
17,4,24576,2004350.000000,8.155721
17,4,98304,23169114.000000,23.568842
17,4,147456,44845963.000000,30.413115
17,4,393216,164144026.000000,41.743984
17,4,786432,340528682.000000,43.300461
17,8,384,19720.000000,5.135417
17,8,1152,69714.000000,6.051563
17,8,4096,286876.000000,7.003809
17,8,12288,1239290.000000,10.085368
17,8,49152,8604839.000000,17.506590
17,8,73728,18129315.000000,24.589457
17,8,196608,54524606.000000,27.732649
17,8,393216,160173630.000000,40.734261
17,20,153,8512.000000,5.563399
17,20,460,25870.000000,5.623913
17,20,1638,106188.000000,6.482784
17,20,4915,352436.000000,7.170621
17,20,19660,2446719.000000,12.445163
17,20,29491,7086459.000000,24.029226
17,20,78643,21029921.000000,26.740995
17,20,157286,35685265.000000,22.688138
17,40,76,4212.000000,5.542105
17,40,230,12856.000000,5.589565
17,40,819,61542.000000,7.514286
17,40,2457,1514022.000000,61.620757
17,40,9830,1089444.000000,11.082848
17,40,14745,4687945.000000,31.793455
17,40,39321,7982679.000000,20.301312
17,40,78643,20603309.000000,26.198529
18,4,768,38490.000000,5.011719
18,4,2304,126916.000000,5.508507
18,4,8192,622451.000000,7.598279
18,4,24576,2241217.000000,9.119535
18,4,98304,26020733.000000,26.469658
18,4,147456,44803212.000000,30.384123
18,4,393216,158878564.000000,40.404908
18,4,786432,351544580.000000,44.701205
18,8,384,20986.000000,5.465104
18,8,1152,65890.000000,5.719618
18,8,4096,265662.000000,6.485889
18,8,12288,932718.000000,7.590479
18,8,49152,15010148.000000,30.538224
18,8,73728,17171309.000000,23.290078
18,8,196608,63256185.000000,32.173759
18,8,393216,156626123.000000,39.832083
18,20,153,8638.000000,5.645752
18,20,460,26036.000000,5.660000
18,20,1638,103722.000000,6.332234
18,20,4915,357554.000000,7.274751
18,20,19660,6130027.000000,31.180198
18,20,29491,6878359.000000,23.323587
18,20,78643,21638007.000000,27.514219
18,20,157286,47697152.000000,30.325110
18,40,76,3678.000000,4.839474
18,40,230,12584.000000,5.471304
18,40,819,51172.000000,6.248107
18,40,2457,64.000000,0.002605
18,40,9830,1215048.000000,12.360610
18,40,14745,2886736.000000,19.577728
18,40,39321,7324780.000000,18.628163
18,40,78643,28733331.000000,36.536413
19,4,768,47030.000000,6.123698
19,4,2304,126640.000000,5.496528
19,4,8192,473576.000000,5.780957
19,4,24576,3443819.000000,14.012935
19,4,98304,26607942.000000,27.066998
19,4,147456,41835257.000000,28.371349
19,4,393216,135994563.000000,34.585206
19,4,786432,330880643.000000,42.073649
19,8,384,21082.000000,5.490104
19,8,1152,65838.000000,5.715104
19,8,4096,260710.000000,6.364990
19,8,12288,949986.000000,7.731006
19,8,49152,6968686.000000,14.177828
19,8,73728,15514785.000000,21.043274
19,8,196608,78225941.000000,39.787771
19,8,393216,154473008.000000,39.284517
19,20,153,8378.000000,5.475817
19,20,460,26526.000000,5.766522
19,20,1638,139177.000000,8.496764
19,20,4915,390104.000000,7.937009
19,20,19660,4627053.000000,23.535366
19,20,29491,1938810.000000,6.574243
19,20,78643,23520291.000000,29.907673
19,20,157286,49793414.000000,31.657881
19,40,76,4214.000000,5.544737
19,40,230,64.000000,0.027826
19,40,819,46246.000000,5.646642
19,40,2457,381602.000000,15.531217
19,40,9830,1122754.000000,11.421709
19,40,14745,3117909.000000,21.145534
19,40,39321,5927197.000000,15.073871
19,40,78643,36828064.000000,46.829424
20,4,768,41990.000000,5.467448
20,4,2304,126800.000000,5.503472
20,4,8192,3063872.000000,37.400781
20,4,24576,2072523.000000,8.433118
20,4,98304,20043178.000000,20.388975
20,4,147456,38237943.000000,25.931765
20,4,393216,144890574.000000,36.847578
20,4,786432,351219894.000000,44.659919
20,8,384,21026.000000,5.475521
20,8,1152,65706.000000,5.703646
20,8,4096,247590.000000,6.044678
20,8,12288,1011113.000000,8.228459
20,8,49152,8356529.000000,17.001402
20,8,73728,14543729.000000,19.726195
20,8,196608,57413510.000000,29.202021
20,8,393216,150946886.000000,38.387778
20,20,153,8678.000000,5.671895
20,20,460,26122.000000,5.678696
20,20,1638,105280.000000,6.427350
20,20,4915,480920.000000,9.784741
20,20,19660,2230620.000000,11.345982
20,20,29491,5597180.000000,18.979282
20,20,78643,20420482.000000,25.966052
20,20,157286,43739229.000000,27.808724
20,40,76,4352.000000,5.726316
20,40,230,15178.000000,6.599130
20,40,819,135664.000000,16.564591
20,40,2457,179401.000000,7.301628
20,40,9830,2333313.000000,23.736653
20,40,14745,1940414.000000,13.159810
20,40,39321,10591349.000000,26.935604
20,40,78643,21072160.000000,26.794705
21,4,768,47106.000000,6.133594
21,4,2304,129140.000000,5.605035
21,4,8192,1100571.000000,13.434705
21,4,24576,5136297.000000,20.899646
21,4,98304,26296276.000000,26.749955
21,4,147456,38483624.000000,26.098378
21,4,393216,164774115.000000,41.904224
21,4,786432,344331213.000000,43.783978
21,8,384,21024.000000,5.475000
21,8,1152,64774.000000,5.622743
21,8,4096,261376.000000,6.381250
21,8,12288,964820.000000,7.851725
21,8,49152,9610130.000000,19.551860
21,8,73728,25441218.000000,34.506860
21,8,196608,57985937.000000,29.493173
21,8,393216,135082587.000000,34.353278
21,20,153,8350.000000,5.457516
21,20,460,25176.000000,5.473043
21,20,1638,103008.000000,6.288645
21,20,4915,382276.000000,7.777742
21,20,19660,3246176.000000,16.511577
21,20,29491,5269676.000000,17.868760
21,20,78643,18655112.000000,23.721262
21,20,157286,47588005.000000,30.255716
21,40,76,3862.000000,5.081579
21,40,230,12934.000000,5.623478
21,40,819,74042.000000,9.040537
21,40,2457,215970.000000,8.789988
21,40,9830,4876738.000000,49.610763
21,40,14745,1823743.000000,12.368552
21,40,39321,6850112.000000,17.421002
21,40,78643,20647434.000000,26.254637
22,4,768,42042.000000,5.474219
22,4,2304,133116.000000,5.777604
22,4,8192,620114.000000,7.569751
22,4,24576,3911370.000000,15.915405
22,4,98304,24721711.000000,25.148225
22,4,147456,43702961.000000,29.637967
22,4,393216,158681127.000000,40.354697
22,4,786432,346513460.000000,44.061465
22,8,384,21046.000000,5.480729
22,8,1152,65872.000000,5.718056
22,8,4096,272002.000000,6.640674
22,8,12288,1460515.000000,11.885701
22,8,49152,8910221.000000,18.127891
22,8,73728,17896500.000000,24.273682
22,8,196608,59838974.000000,30.435676
22,8,393216,154949715.000000,39.405750
22,20,153,9338.000000,6.103268
22,20,460,26464.000000,5.753043
22,20,1638,104114.000000,6.356166
22,20,4915,523836.000000,10.657904
22,20,19660,2313910.000000,11.769634
22,20,29491,3604893.000000,12.223706
22,20,78643,19382619.000000,24.646337
22,20,157286,51686706.000000,32.861606
22,40,76,4220.000000,5.552632
22,40,230,12688.000000,5.516522
22,40,819,50266.000000,6.137485
22,40,2457,6705404.000000,272.910216
22,40,9830,1096731.000000,11.156979
22,40,14745,1841611.000000,12.489732
22,40,39321,7488074.000000,19.043448
22,40,78643,23589586.000000,29.995786
23,4,768,42226.000000,5.498177
23,4,2304,134220.000000,5.825521
23,4,8192,507233.000000,6.191809
23,4,24576,2548326.000000,10.369165
23,4,98304,30538700.000000,31.065572
23,4,147456,45564460.000000,30.900377
23,4,393216,156488946.000000,39.797197
23,4,786432,343545658.000000,43.684089
23,8,384,21012.000000,5.471875
23,8,1152,65234.000000,5.662674
23,8,4096,311833.000000,7.613110
23,8,12288,1436263.000000,11.688338
23,8,49152,9392531.000000,19.109153
23,8,73728,16773557.000000,22.750593
23,8,196608,47077528.000000,23.944869
23,8,393216,162516677.000000,41.330128
23,20,153,8850.000000,5.784314
23,20,460,25200.000000,5.478261
23,20,1638,111606.000000,6.813553
23,20,4915,400042.000000,8.139207
23,20,19660,2272598.000000,11.559502
23,20,29491,8960630.000000,30.384287
23,20,78643,25542113.000000,32.478559
23,20,157286,34197529.000000,21.742259
23,40,76,4196.000000,5.521053
23,40,230,13216.000000,5.746087
23,40,819,54016.000000,6.595360
23,40,2457,177510.000000,7.224664
23,40,9830,1126492.000000,11.459736
23,40,14745,6821446.000000,46.262774
23,40,39321,9622945.000000,24.472788
23,40,78643,23294775.000000,29.620913
24,4,768,41988.000000,5.467187
24,4,2304,170810.000000,7.413628
24,4,8192,532536.000000,6.500684
24,4,24576,7740342.000000,31.495532
24,4,98304,22339815.000000,22.725235
24,4,147456,25181433.000000,17.077252
24,4,393216,157476693.000000,40.048394
24,4,786432,351338557.000000,44.675008
24,8,384,39217.000000,10.212760
24,8,1152,68132.000000,5.914236
24,8,4096,346970.000000,8.470947
24,8,12288,919343.000000,7.481632
24,8,49152,7766602.000000,15.801192
24,8,73728,18059042.000000,24.494143
24,8,196608,39857827.000000,20.272739
24,8,393216,160046484.000000,40.701926
24,20,153,8410.000000,5.496732
24,20,460,135685.000000,29.496739
24,20,1638,101152.000000,6.175336
24,20,4915,1895935.000000,38.574466
24,20,19660,8604153.000000,43.764766
24,20,29491,2149780.000000,7.289614
24,20,78643,20540216.000000,26.118302
